ItemNum,Description,Fee,DerivedFee
72855,Intraoperative consultation and examination of biopsy material by frozen section or tissue imprint or smear - 1 separately identified specimen (Item is subject to rule 13),188.75,
72856,Intraoperative consultation and examination of biopsy material by frozen section or tissue imprint or smear - 2 to 4 separately identified specimens (Item is subject to rule 13),251.70,
72857,Intraoperative consultation and examination of biopsy material by frozen section or tissue imprint or smear - 5 or more separately identified specimens (Item is subject to rule 13),293.65,
72858,"A second opinion, provided in a written report, where the opinion and report together require no more than 30 minutes to complete, on a patient specimen, requested by a treating practitioner, where further information is needed for accurate diagnosis and appropriate patient management.",184.30,
72859,"A second opinion, provided in a written report, where the opinion and report together require more than 30 minutes to complete, on a patient specimen, requested by a treating practitioner, where further information is needed for accurate diagnosis and appropriate patient management.",378.90,
72860,"Retrieval and review of one or more archived formalin fixed paraffin embedded blocks to determine the appropriate samples for the purpose of conducting genetic testing, other than: (a) a service associated with a service to which item 72858 or 72859 applies; or (b) a service associated with, and rendered in the same patient episode as, a service to which an item in Group P5, P6, P10 or P11 applies Applicable not more than once in a patient episode",87.05,
73043,"Cytology (including serial examinations) of nipple discharge or smears from skin, lip, mouth, nose or anus for detection of precancerous or cancerous changes 1 or more tests",23.40,
73045,"Cytology (including serial examinations) for malignancy (other than an examination mentioned in item 73076); and including any Group P5 service, if performed on: (a) specimens resulting from washings or brushings from sites not specified in item 73043; or (b) a single specimen of sputum or urine; or (c) 1 or more specimens of other body fluids; 1 or more tests",49.75,
73047,Cytology of a series of 3 sputum or urine specimens for malignant cells,96.95,
73049,Cytology of material obtained directly from a patient by fine needle aspiration of solid tissue or tissues - 1 identified site,69.80,
73051,Cytology of material obtained directly from a patient at one identified site by fine needle aspiration of solid tissue or tissues if a recognized pathologist: (a) performs the aspiration; or (b) attends the aspiration and performs cytological examination during the attendance,174.45,
73059,"Immunocytochemical examination of material obtained by procedures described in items 73045, 73047, 73049, 73051, 73062, 73063, 73066 and 73067 for the characterisation of a malignancy by immunofluorescence, immunoperoxidase or other labelled antibody techniques with multiple antigenic specificities per specimen - 1 to 3 antibodies except those listed in 73061 (Item is subject to rule 13)",44.05,
73060,"Immunocytochemical examination of material obtained by procedures described in items 73045, 73047, 73049, 73051, 73062, 73063, 73066 and 73067 for the characterisation of a malignancy by immunofluorescence, immunoperoxidase or other labelled antibody techniques with multiple antigenic specificities per specimen - 4 to 6 antibodies (Item is subject to rule 13)",58.75,
73061,"Immunocytochemical examination of material obtained by procedures described in items 73045, 73047, 73049, 73051, 73062, 73063, 73066 and 73067 for the characterisation of a malignancy by immunofluorescence, immunoperoxidase or other labelled antibody techniques with multiple antigenic specificities per specimen - 1 to 3 of the following antibodies - oestrogen, progesterone and c-erb-B2 (HER2) (Item is subject to rule 13)",52.45,
73062,Cytology of material obtained directly from a patient by fine needle aspiration of solid tissue or tissues - 2 or more separately identified sites.,91.15,
73063,Cytology of material obtained directly from a patient at one identified site by fine needle aspiration of solid tissue or tissues if an employee of an approved pathology authority attends the aspiration for confirmation of sample adequacy,101.75,
73064,"Immunocytochemical examination of material obtained by procedures described in items 73045, 73047, 73049, 73051, 73062, 73063, 73066 and 73067 for the characterisation of a malignancy by immunofluorescence, immunoperoxidase or other labelled antibody techniques with multiple antigenic specificities per specimen - 7 to 10 antibodies (Item is subject to rule 13)",73.40,
73065,"Immunocytochemical examination of material obtained by procedures described in items 73045, 73047, 73049, 73051, 73062, 73063, 73066 and 73067 for the characterisation of a malignancy by immunofluorescence, immunoperoxidase or other labelled antibody techniques with multiple antigenic specificities per specimen - 11 or more antibodies (Item is subject to rule 13)",88.05,
73066,Cytology of material obtained directly from a patient at 2 or more separately identified sites by fine needle aspiration of solid tissue or tissues if a recognized pathologist: (a) performs the aspiration; or (b) attends the aspiration and performs cytological examination during the attendance,226.75,
73067,Cytology of material obtained directly from a patient at 2 or more separately identified sites by fine needle aspiration of solid tissue or tissues if an employee of an approved pathology authority attends the aspiration for confirmation of sample adequacy,132.25,
73070,"73070 A test, including partial genotyping, for oncogenic human papillomavirus that may be associated with cervical pre‑cancer or cancer: (a) performed on a liquid based cervical specimen; and (b) for an asymptomatic patient who is at least 24 years and 9 months of age For any particular patient, once only in a 57 month period",35.85,
73071,"A test, including partial genotyping, for oncogenic human papillomavirus that may be associated with cervical pre‑cancer or cancer, if performed: (a) on a self‑collected vaginal specimen; and (b) for an asymptomatic patient who is at least 24 years and 9 months of age For any particular patient, applicable once in 57 months",35.85,
73072,"A test, including partial genotyping, for oncogenic human papillomavirus: (a) for the investigation of a patient in a specific population that appears to have a higher risk of cervical pre‑cancer or cancer; or (b) for the follow‑up management of a patient with a previously detected oncogenic human papillomavirus infection or cervical pre‑cancer or cancer; or (c) for the investigation of a patient with symptoms suggestive of cervical cancer; or (d) for the follow‑up management of a patient after treatment of high grade squamous intraepithelial lesions or adenocarcinoma in situ of the cervix; or (e) for the follow‑up management of a patient with glandular abnormalities; or (f) for the follow‑up management of a patient exposed to diethylstilboestrol in utero; or (g) for a patient previously treated for a genital tract malignancy when performed as a co-test for both human papillomavirus (HPV) and liquid-based cytology (LBC).",35.85,
73074,"A test, including partial genotyping, for oncogenic human papillomavirus, for the investigation of a patient following a total hysterectomy.",35.85,
73075,"A test, including partial genotyping, for oncogenic human papillomavirus, if: (a) the test is a repeat of a test to which item 73070, 73071, 73072, 73074 or this item applies; and (b) the specimen collected for the previous test is unsatisfactory",35.85,
73076,"Cytology of a liquid‑based cervical or vaginal vault specimen, where the stained cells are examined microscopically or by automated image analysis by or on behalf of a pathologist, if: (a) the cytology is associated with the detection of oncogenic human papillomavirus infection by: (i) a test to which item 73070, 73071, 73074 or 73075 applies; or (ii) a test to which item 73072 applies for a patient mentioned in paragraph (a) or (b) of that item; or (b) the cytology is associated with a test to which item 73072 applies for a patient mentioned in paragraph (c), (d), (e) or (f) of that item; or (c) the cytology is associated with a test to which item 73074 applies; or (d) the test is a repeat of a test to which this item applies, if the specimen collected for the previous test is unsatisfactory; or (e) the cytology is for the follow‑up management of a patient treated for endometrial adenocarcinoma",47.10,
73287,"The study of the whole of every chromosome by cytogenetic or other techniques, performed on 1 or more of any tissue or fluid except blood (including a service mentioned in item 73293, if performed) - 1 or more tests",394.55,
73289,"The study of the whole of every chromosome by cytogenetic or other techniques, performed on blood (including a service mentioned in item 73293, if performed) - 1 or more tests",358.95,
73290,"The study of the whole of each chromosome by cytogenetic or other techniques, performed on blood or bone marrow, in the diagnosis and monitoringof haematological malignancy (including a service in items 73287 or 73289, if performed). - 1 or more tests.",394.55,
73291,"Analysis of one or more chromosome regions for specific constitutional genetic abnormalities of blood or fresh tissue in a) diagnostic studies of a person with developmental delay, intellectual disability, autism, or at least two congenital abnormalities, in whom cytogenetic studies (item 73287 or 73289) are either normal or have not been performed; or b) studies of a relative for an abnormality previously identified in such an affected person. - 1 or more tests.",230.95,
73292,"Analysis of chromosomes by genome-wide micro-array including targeted assessment of specific regions for constitutional genetic abnormalities in diagnostic studies of a person with developmental delay, intellectual disability, autism, or at least two congenital abnormalities (including a service in items 73287, 73289 or 73291, if performed) - 1 or more tests.",589.90,
73293,"Analysis of one or more regions on all chromosomes for specific constitutional genetic abnormalities of fresh tissue in diagnostic studies of the products of conception, including exclusion of maternal cell contamination. - 1 or more tests.",230.95,
73294,"Analysis of the PMP22 gene for constitutional genetic abnormalities causing peripheral neuropathy, either as: a) diagnostic studies of an affected person; or b) studies of a relative for an abnormality previously identified in an affected person - 1 or more tests.",230.95,
73295,"Detection of germline BRCA1 or BRCA2 pathogenic or likely pathogenic gene variants, requested by a specialist or consultant physician, to determine eligibility for a relevant treatment under the Pharmaceutical Benefits Scheme (PBS), in a patient with: (a) advanced (FIGO III‑IV) high‑grade serous or high‑grade epithelial ovarian, fallopian tube or primary peritoneal cancer for whom testing of tumour tissue is not feasible; or (b) breast cancer. Applicable once per lifetime",1200.00,
73296,"Characterisation of germline gene variants, including copy number variation where appropriate, requested by a specialist or consultant physician: (a) in genes associated with breast, ovarian, fallopian tube or primary peritoneal cancer, which must include at least: (i) BRCA1 and BRCA 2 genes; and (ii) one or more other relevant genes; and (b) in a patient: (i) with breast, ovarian, fallopian tube or primary peritoneal cancer; and (ii) for whom clinical and family history criteria place the patient at greater than 10% risk of having a pathogenic or likely pathogenic gene associated with breast, ovarian, fallopian tube or primary peritoneal cancer Once per cancer diagnosis",1200.00,
73297,"Characterisation of germline gene variants, including copy number variation where appropriate, requested by a specialist or consultant physician: (a) in genes associated with breast, ovarian, fallopian tube or primary peritoneal cancer, which may include the following genes: (i) BRCA1 or BRCA2; (ii) one or more other relevant genes; and (b) in a patient: (i) who has a biological relative who has had a pathogenic or likely pathogenic gene variant identified in one or more of the genes mentioned in paragraph (a); and (ii) who has not previously received a service to which item 73295, 73296 or 73302 applies Once per variant",400.00,
73298,"Characterisation of germline gene variants in the following genes: (a) COL4A3; and (b) COL4A4; and (c) COL4A5; in a patient for whom clinical and relevant family history criteria have been assessed by a specialist or consultant physician, who requests the service to be strongly suggestive of Alport syndrome.",1200.00,
73299,"Characterisation of germline gene variants: (a) in the following genes: (i) COL4A3; and (ii) COL4A4; and (iii) COL4A5; (b) in a patient who: (i) is a first degree biological relative of a patient who has had a pathogenic mutation identified in one or more of the genes mentioned in subparagraphs (a)(i), (ii) and (iii); and (ii) has not previously received a service which item 73298 applies; requested by a specialist or consultant physician.",400.00,
73300,"Detection of mutation of the FMR1 gene where: (a) the patient exhibits intellectual disability, ataxia, neurodegeneration, or premature ovarian failure consistent with an FMRI mutation; or (b) the patient has a relative with a FMR1 mutation 1 or more tests",101.30,
73301,"A test of tumour tissue from a patient with advanced (FIGO III-IV), high grade serous or high grade epithelial ovarian, fallopian tube or primary peritoneal cancer, requested by a specialist or consultant physician, to determine eligibility relating to BRCA status for access to treatment with a poly (adenosine diphosphate [ADP]-ribose) polymerase (PARP) inhibitor under the Pharmaceutical Benefits Scheme (PBS) Applicable once per primary tumour diagnosis",1200.00,
73302,"Characterisation of germline gene variants including copy number variants, in BRCA1 or BRCA2 genes, in a patient who has had a pathogenic or likely pathogenic variant identified in either gene by tumour testing and who has not previously received a service to which items 73295, 73296 or 73297 applies, requested by a specialist or consultant physician. Applicable once per primary tumour diagnosis",400.00,
73303,"A test of tumour tissue from a patient with metastatic castration-resistant prostate cancer, including subsequent characterisation of germline gene variants should tumour tissue testing undertaken during the same service be inconclusive, requested by a specialist or consultant physician, to determine eligibility relating to BRCA status for access to a relevant treatment under the Pharmaceutical Benefits Scheme; Applicable once per primary tumour diagnosis",1000.00,
73304,"Detection of germline BRCA1 or BRCA2 pathogenic or likely pathogenic gene variants, in a patient with metastatic castration‑resistant prostate cancer, for whom testing of tumour tissue is not clinically feasible, requested by a specialist or consultant physician, to determine eligibility for a relevant treatment under the Pharmaceutical Benefits Scheme; Applicable once per lifetime",1000.00,
73305,Detection of mutation of the FMR1 gene by Southern Blot analysis where the results in item 73300 are inconclusive,202.65,
73306,"Gene expression profiling testing using EndoPredict, for the purpose of profiling gene expression in formalin‑fixed, paraffin‑embedded primary breast cancer tissue from core needle biopsy or surgical tumour sample to estimate the risk of distant recurrence of breast cancer within 10 years, if: (a) the sample is from a new primary breast cancer, which is suitable for adjuvant chemotherapy; and (b) the sample has been determined to be oestrogen receptor positive and HER2 negative by IHC and ISH respectively on surgically removed tumour; and (c) the sample is axillary node negative or positive (up to 3 nodes) with a tumour size of at least 1 cm and no more than 5 cm determined by histopathology on surgically removed tumour; and (d) the sample has no evidence of distal metastasis; and (e) pre‑testing of intermediate risk of distant metastases has shown that the tumour is defined by at least one of the following characteristics: (i) histopathological grade 2 or 3; (ii) one to 3 lymph nodes involved in metastatic disease (including micrometastases but not isolated tumour cells); and (f) the service is not administered for the purpose of altering treatment decisions Applicable once per new primary breast cancer diagnosis for any particular patient",1200.00,
73307,"A test of tumour tissue from a patient with advanced (FIGO III-IV), high-grade serous or other high-grade ovarian, fallopian tube or primary peritoneal carcinoma, requested by a specialist or consultant physician, if the test is: (a) to determine eligibility with respect to homologous recombination deficiency (HRD) status, including BRCA1 or BRCA2 status, to provide access to poly (adenosine diphosphate [ADP]-ribose) polymerase (PARP) inhibitor therapy under the Pharmaceutical Benefits Scheme; and (b) including a service described in item 73301 Applicable once per primary tumour diagnosis",3000.00,
73308,"Characterisation of the genotype of a patient for Factor V Leiden gene mutation, or detection of the other relevant mutations in the investigation of proven venous thrombosis or pulmonary embolism - 1 or more tests",36.45,
73309,"A test described in item 73308, if rendered by a receiving APP - 1 or more tests (Item is subject to rule 18)",36.45,
73310,"Measurable residual disease (MRD) testing by next-generation sequencing, performed on bone marrow (or a peripheral blood sample if bone marrow cannot be collected) from a patient diagnosed with acute lymphoblastic leukaemia, for the purpose of determining baseline MRD, or facilitating the determination of MRD following combination chemotherapy or after salvage therapy, requested by a specialist or consultant physician practising as a haematologist or oncologist",1550.00,
73311,Characterisation of the genotype of a person who is a first degree relative of a person who has proven to have 1 or more abnormal genotypes under item 73308 - 1 or more tests,36.45,
73312,"A test described in item 73311, if rendered by a receiving APP - 1 or more tests (Item is subject to rule 18)",36.45,
73313,"Development of a quantitative patient‑specific molecular assay for measurable residual disease (MRD) testing performed on bone marrow (or a peripheral blood sample if bone marrow cannot be collected) from a patient diagnosed with acute lymphoblastic leukaemia treated with combination chemotherapy or after salvage therapy, including the first service described in item 73316 performed on that bone marrow or peripheral blood sample, requested by a specialist or consultant physician practising as a haematologist or oncologist Applicable once per patient per episode of disease or per relapse",3000.00,
73314,"Characterisation of gene rearrangement or the identification of mutations within a known gene rearrangement, in the diagnosis and monitoring of patients with laboratory evidence of: (a) acute myeloid leukaemia; or (b) acute promyelocytic leukaemia; or (c) acute lymphoid leukaemia; or (d) chronic myeloid leukaemia;",230.95,
73315,"A test described in item 73314, if rendered by a receiving APP - 1 or more tests (Item is subject to rule 18)",230.95,
73316,"Measurable residual disease (MRD) testing by a quantitative patient-specific molecular assay performed on bone marrow (or, in a patient with T-cell acute lymphoblastic leukaemia, performed on a peripheral blood sample if bone marrow cannot be collected) from a patient diagnosed with acute lymphoblastic leukaemia treated with combination chemotherapy or after salvage therapy, requested by a specialist or consultant physician practising as a haematologist or oncologist, other than a service associated with a service to which item 73313 applies",780.00,
73317,"Detection of the C282Y genetic mutation of the HFE gene and, if performed, detection of other mutations for haemochromatosis where: (a) the patient has an elevated transferrin saturation or elevated serum ferritin on testing of repeated specimens; or (b) the patient has a first degree relative with haemochromatosis; or (c) the patient has a first degree relative with homozygosity for the C282Y genetic mutation, or with compound heterozygosity for recognised genetic mutations for haemochromatosis (Item is subject to rule 20)",36.45,
73318,"A test described in item 73317, if rendered by a receiving APP - 1 or more tests (Item is subject to rule 18 and 20)",36.45,
73319,"Detection in tumour tissue of isocitrate dehydrogenase 1 (IDH1) variant status, in a patient with histologically confirmed cholangiocarcinoma, to determine eligibility for a relevant treatment listed under the Pharmaceutical Benefits Scheme. Applicable only once per lifetime",340.00,
73320,Detection of HLA-B27 by nucleic acid amplification includes a service described in 71147 unless the service in item 73320 is rendered as a pathologist determinable service. (Item is subject to rule 27),40.55,
73321,"A test described in item 73320, if rendered by a receiving APP - 1 or more tests. (Item is subject to rule 18 and 27)",40.55,
73323,Determination of HLAB5701 status by molecular techniques prior to the initiation of Abacavir therapy including item 71203 if performed.,40.55,
73324,A test described in item 73323 if rendered by a receiving APP 1 or more tests (Item is subject to Rule 18),40.95,
73325,"Determination of JAK2 V617F variant allele frequency in the diagnostic work‑up by, or on behalf of, a specialist or consultant physician, for a patient with clinical and laboratory evidence of a myeloproliferative neoplasm",90.00,
73326,Characterisation of the gene rearrangement FIP1L1-PDGFRA in the diagnostic work-up and management of a patient with laboratory evidence of: a) mast cell disease; or b) idiopathic hypereosinophilic syndrome; or c) chronic eosinophilic leukaemia;. 1 or more tests,230.95,
73327,Detection of genetic polymorphisms in the Thiopurine S-methyltransferase gene for the prevention of dose-related toxicity during treatment with thiopurine drugs; including (if performed) any service described in item 65075. 1 or more tests,51.95,
73332,"An in situ hybridization (ISH) test of tumour tissue from a patient with breast cancer requested by, or on the advice of, a specialist or consultant physician who manages the treatment of the patient to determine if the requirements relating to human epidermal growth factor receptor 2 (HER2) gene amplification for access to trastuzumab under the Pharmaceutical Benefits Scheme (PBS) or the Herceptin Program are fulfilled.",315.40,
73333,"Detection of germline mutations of the von Hippel‑Lindau (VHL) gene: (a) in a patient who has a clinical diagnosis of VHL syndrome and: (i) a family history of VHL syndrome and one of the following: (A) haemangioblastoma (retinal or central nervous system); (B) phaeochromocytoma; (C) renal cell carcinoma; or (ii) 2 or more haemangioblastomas; or (iii) one haemangioblastoma and a tumour or a cyst of: (A) the adrenal gland; or (B) the kidney; or (C) the pancreas; or (D) the epididymis; or (E) a broad ligament (other than epididymal and single renal cysts, which are common in the general population); or (b) in a patient presenting with one or more of the following clinical features suggestive of VHL syndrome: (i) haemangiblastomas of the brain, spinal cord, or retina; (ii) phaeochromocytoma; (iii) functional extra‑adrenal paraganglioma",600.00,
73334,Detection of germline mutations of the von Hippel-Lindau (VHL) gene in biological relatives of a patient with a known mutation in the VHL gene,340.00,
73335,"Detection of somatic mutations of the von Hippel-Lindau (VHL) gene in a patient with: (a) 2 or more tumours comprising: (i) 2 or more haemangioblastomas, or (ii) one haemangioblastoma and a tumour of: (A) the adrenal gland; or (B) the kidney; or (C) the pancreas; or (D) the epididymis; and (b) no germline mutations of the VHL gene identified by genetic testing",470.00,
73336,"A test of tumour tissue from a patient with stage III or stage IV metastatic cutaneous melanoma, requested by, or on behalf of, a specialist or consultant physician, to determine if the requirements relating to BRAF V600 mutation status for access to dabrafenib, vemurafenib or encorafenib under the Pharmaceutical Benefits Scheme are fulfilled.",230.95,
73337,"A test of tumour tissue from a patient with a new diagnosis of non‑small cell lung cancer, shown to have non-squamous histology or histology not otherwise specified, requested by, or on behalf of, a specialist or consultant physician, if the test is: (a) to determine if requirements relating to epidermal growth factor receptor (EGFR) gene status for access to an immunotherapy listed under the Pharmaceutical Benefits Scheme (PBS) are fulfilled; and (b) not associated with a service to which item 73437 or 73438 applies",397.35,
73338,"A test of tumour tissue from a patient with metastatic colorectal cancer (stage IV), requested by a specialist or consultant physician, to determine if: (a) requirements relating to rat sarcoma oncogene (RAS) gene variant status for access to cetuximab or panitumumab under the Pharmaceutical Benefits Scheme are fulfilled, if: the test is conducted for all clinically relevant mutations on KRAS exons 2, 3 and 4 and NRAS exons 2, 3, and 4; or a clinically-relevant RAS variant is detected; and, in cases where no RAS variant is detected (b) the requirements relating to BRAF V600 gene variant status for access to encorafenib under the Pharmaceutical Benefits Scheme are fulfilled.",362.60,
73339,Detection of germline mutations in the RET gene in patients with a suspected clinical diagnosis of multiple endocrine neoplasia type 2 (MEN2) requested by a specialist or consultant physician who manages the treatment of the patient. One test. (Item is subject to rule 25),400.00,
73340,Detection of a known mutation in the RET gene in an asymptomatic relative of a patient with a documented pathogenic germline RET mutation requested by a specialist or consultant physician who manages the treatment of the patient. One test. (Item is subject to rule 25),200.00,
73341,"Fluorescence in situ hybridisation (FISH) test of tumour tissue from a patient with a new diagnosis of locally advanced or metastatic non-small cell lung cancer, which is of non-squamous histology or histology not otherwise specified, with documented evidence of anaplastic lymphoma kinase (ALK) immunoreactivity by immunohistochemical (IHC) examination giving a staining intensity score &gt; 0, and with documented absence of activating mutations of the epidermal growth factor receptor (EGFR) gene, requested by a specialist or consultant physician, if the test is: (a) to determine if requirements relating to ALK gene rearrangement status for access to an immunotherapy listed under the Pharmaceutical Benefits Scheme (PBS) are fulfilled; and (b) not associated with a service to which item 73437 or 73439 applies",400.00,
73342,"An in situ hybridisation (ISH) test of tumour tissue from a patient with metastatic adenocarcinoma of the stomach or gastro-oesophageal junction, with documented evidence of human epidermal growth factor receptor 2 (HER2) overexpression by immunohistochemical (IHC) examination giving a staining intensity score of 2+ or 3+ on the same tumour tissue sample, requested by, or on the advice of, a specialist or consultant physician who manages the treatment of the patient to determine if the requirements relating to HER2 gene amplification for access to trastuzumab under the Pharmaceutical Benefits Scheme are fulfilled.",315.40,
73343,"Detection of 17p chromosomal deletions, in a patient with chronic lymphocytic leukaemia or small lymphocytic lymphoma, on a peripheral blood, bone marrow or lymph node sample, requested by a specialist or consultant physician For any particular patient: (a) at initial diagnosis; or (b) at disease relapse; or (c) on disease progression; but only where initiation of, or change in, therapy is anticipated",589.90,
73344,"Fluorescence in situ hybridization (FISH) test of tumour tissue from a patient with a new diagnosis of locally advanced or metastatic non-small cell lung cancer, which is of non-squamous histology or histology not otherwise specified, with documented evidence of ROS proto-oncogene 1 (ROS1) immunoreactivity by immunohistochemical (IHC) examination giving a staining intensity score of 2+ or 3+; and with documented absence of both activating mutations of the epidermal growth factor receptor (EGFR) gene and anaplastic lymphoma kinase (ALK) immunoreactivity by IHC, requested by a specialist or consultant physician, if the test is: (a) to determine if requirements relating to ROS1 gene arrangement status for access to an immunotherapy listed under the Pharmaceutical Benefits Scheme (PBS) are fulfilled: and (b) not associated with a service to which item 73437 or 73439 applies",400.00,
73345,"Testing of a patient for pathogenic cystic fibrosis transmembrane conductance regulator variants for the purpose of investigating, making or excluding a diagnosis of cystic fibrosis or a cystic fibrosis transmembrane conductance regulator related disorder when requested by a specialist or consultant physician who manages the treatment of the patient, not being a service associated with a service to which item 73347, 73348, or 73349 applies. The patient must have clinical or laboratory findings suggesting there is a high probability suggestive of cystic fibrosis or a cystic fibrosis transmembrane conductance regulator related disorder.",500.00,
73346,"Testing of a pregnant patient whose carrier status for pathogenic cystic fibrosis transmembrane conductance regulator variants, as well as their reproductive partner carrier status is unknown, for the purpose of determining whether pathogenic cystic fibrosis transmembrane conductance regulator variants are present in the fetus, in order to make or exclude a diagnosis of cystic fibrosis or a cystic fibrosis transmembrane conductance regulator related disorder in the fetus when requested by a specialist or consultant physician who manages the treatment of the patient, not being a service associated with a service to which item 73350 applies. The fetus must have ultrasonic findings of echogenic gut, with unknown familial cystic fibrosis transmembrane conductance regulator variants.",500.00,
73347,"Testing of a prospective parent for pathogenic cystic fibrosis transmembrane conductance regulator variants for the purpose of determining the risk of their fetus having pathogenic cystic fibrosis transmembrane conductance regulator variants. This is indicated when the fetus has ultrasonic evidence of echogenic gut when requested by a specialist or consultant physician who manages the treatment of the patient, not being a service associated with a service to which item 73345, 73348, or 73349 applies.",500.00,
73348,"Testing of a patient with a laboratory-established family history of pathogenic cystic fibrosis transmembrane conductance regulator variants, for the purpose of determining whether the patient is an asymptomatic genetic carrier of the pathogenic cystic fibrosis transmembrane conductance regulator variants that have been laboratory established in the family history, not being a service associated with a service to which item 73345, 73347, or 73349 applies. The patient must have a positive family history, confirmed by laboratory findings of pathogenic cystic fibrosis transmembrane conductance regulator variants, with a personal risk of being a heterozygous genetic carrier of at least 6%. (This includes family relatedness of: parents, children, full-siblings, half-siblings, grand-parents, grandchildren, aunts, uncles, first cousins, and first cousins once-removed, but excludes relatedness of second cousins or more distant relationships).",250.00,
73349,"Testing of a patient for pathogenic cystic fibrosis transmembrane conductance regulator variants for the purpose of determining the reproductive risk of the patient with their reproductive partner because their reproductive partner is already known to have pathogenic cystic fibrosis transmembrane conductance regulator variants requested by a specialist or consultant physician who manages the treatment of the patient, not being a service associated with a service to which item 73345, 73347, or 73348 applies.",500.00,
73350,"Testing of a pregnant patient, where one or both prospective parents are known to be a genetic carrier of pathogenic cystic fibrosis transmembrane conductance regulator variants for the purpose of determining whether pathogenic cystic fibrosis transmembrane conductance regulator variants are present in the fetus in order to make or exclude a diagnosis of cystic fibrosis or a cystic fibrosis transmembrane conductance regulator related disorder in the fetus, when requested by a specialist or consultant physician who manages the treatment of the patient, not being a service associated with a service to which item 73346 applies. The fetus must be at 25% or more risk of cystic fibrosis or a cystic fibrosis transmembrane conductance regulator related disorder because of known familial cystic fibrosis transmembrane conductance regulator variants.",250.00,
73351,"A test of tumour tissue that is derived from a new sample from a patient with locally advanced (Stage IIIb) or metastatic (Stage IV) non-small cell lung cancer (NSCLC), who has progressed on or after treatment with an epidermal growth factor receptor tyrosine kinase inhibitor (EGFR TKI). The test is to be requested by a specialist or consultant physician, to determine if the requirements relating to EGFR T790M gene status for access to osimertinib under the Pharmaceutical Benefits Scheme are fulfilled.",397.35,
73352,"Characterisation of germline variants causing familial hypercholesterolaemia (which must include the LDLR, PCSK9 and APOB genes), requested by a specialist or consultant physician, for a patient: (a) for whom no familial mutation has been identified; and (b) who has any of the following: (i) a Dutch Lipid Clinic Network score of at least 6; (ii) an LDL-cholesterol level of at least 6.5 mmol/L in the absence of secondary causes; (iii) an LDL-cholesterol level of between 5.0 and 6.5 mmol/L with signs of premature or accelerated atherogenesis Applicable only once per lifetime",1200.00,
73353,Detection of a familial mutation for a patient who has a first- or second-degree relative with a documented pathogenic germline gene variant for familial hypercholesterolaemia Applicable only once per lifetime,400.00,
73354,"Characterisation of germline gene variants, including copy number variation, in the MLH1, MSH2, MSH6, PMS2 and EPCAM genes, requested by a specialist or consultant physician, for:(a) a patient with suspected Lynch syndrome following immunohistochemical examination of neoplastic tissue that has demonstrated loss of expression of one or more mismatch repair proteins; or (b) a patient: (i) who has endometrial cancer; and (ii) who is assessed by the specialist or consultant physician as being at a risk of more than 10% of having Lynch syndrome, on the basis of clinical and family history criteria",1200.00,
73355,"Characterisation of germline gene variants, including copy number variation, in the APC and MUTYH genes, requested by a specialist or consultant physician, for a patient: (a) who has adenomatous polyposis; and (b) who is assessed by the specialist or consultant physician as being at a risk of more than 10% of having either of the following, on the basis of clinical and family history criteria: (i) familial adenomatous polyposis; (ii) MUTYH-associated polyposis",1200.00,
73356,"Characterisation of germline gene variants, including copy number variation, in the SMAD4, BMPR1A, STK11 and GREM1 genes, requested by a specialist or consultant physician, for a patient: (a) who has non-adenomatous polyposis; and (b) who is assessed by the specialist or consultant physician as being at a risk of more than 10% of having any of the following, on the basis of clinical and family history criteria: (i) juvenile polyposis syndrome; (ii) Peutz-Jeghers syndrome; (iii) hereditary mixed polyposis syndrome",1200.00,
73357,"Characterisation of germline gene variants, including copy number variation, in the genes mentioned in item 73354, 73355 or 73356, requested by a specialist or consultant physician, for a patient: (a) who has a biological relative with a pathogenic mutation identified in one or more of those genes; and (b) who has not previously received a service to which any of items 73354, 73355 and 73356 apply",400.00,
73358,"Characterisation, via whole exome or genome sequencing and analysis, of germline variants known to cause monogenic disorders, if: (a) the characterisation is: (i) requested by a consultant physician practising as a clinical geneticist; or (ii) requested by a consultant physician practising as a specialist paediatrician, following consultation with a clinical geneticist; and (b) the patient is aged 10 years or younger and is strongly suspected of having a monogenic condition, based on the presence of: (i) dysmorphic facial appearance and one or more major structural congenital anomalies; or (ii) intellectual disability or global developmental delay of at least moderate severity, as determined by a specialist paediatrician; and (c) the characterisation is performed following the performance for the patient of a service to which item 73292 applies for which the results were non-informative; and (d) the characterisation is not performed in conjunction with a service to which item 73359 applies Applicable only once per lifetime",2100.00,
73359,"Characterisation, via whole exome or genome sequencing and analysis, of germline variants known to cause monogenic disorders, if: (a) the characterisation is: (i) requested by a consultant physician practising as a clinical geneticist; or (ii) requested by a consultant physician practising as a specialist paediatrician, following consultation with a clinical geneticist; and (b) the request for the characterisation states that singleton testing is inappropriate; and (c) the patient is aged 10 years or younger and is strongly suspected of having a monogenic condition, based on the presence of: (i) dysmorphic facial appearance and one or more major structural congenital anomalies; or (ii) intellectual disability or global developmental delay of at least moderate severity, as determined by a specialist paediatrician; and (d) the characterisation is performed following the performance for the patient of a service to which item 73292 applies for which the results were non-informative; and (e) the characterisation is performed using a sample from the patient and a sample from each of the patient’s biological parents; and (f) the characterisation is not performed in conjunction with a service to which item 73358 applies Applicable only once per lifetime",2900.00,
